Game; Start; End; Period; Team; Event; Phase; Offense System; Defense System; Assist; Offense Player Number; Offense Player Name; Offense Player Position; Defense Player Number; Defense Player Name; Defense Player Position; Shooter Position; Shot Location; Home Team; Visitor Team; Possession; Important; Game System
BM Pozuelo Div. Oro vs Ciudad Imperial;0:20:09;0:20:19; T1; BM Pozuelo Div. Oro; GOAL; FAST_BREAK; EQUALITY;5:01:00; Paula Quiles;22; Davinia Sobrino; rw;31; Silvia Ballesteros; gk; ;; Noelia Domínguez, Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, María Montoro; Silvia Ballesteros, Carolina Acosta, Judith Rodriguez, Monique Henrique, Alba Serrano, María Llorca, Anda Setu;19;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:20:19;0:21:10; T1; Ciudad Imperial; LOST_BALL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;85; Bereket Garcia; lb;; ; ; ;; Noelia Domínguez, Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, María Montoro; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;19;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:21:10;0:21:18; T1; BM Pozuelo Div. Oro; LOST_BALL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;30; Gemma Leal; lp;; ; ; ;; Noelia Domínguez, Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, María Montoro; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;20;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:21:18;0:21:31; T1; Ciudad Imperial; GOAL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;85; Bereket Garcia; lb;1; Paula Quiles; gk; RIGHT_6M;7; Noelia Domínguez, Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, María Montoro; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;20;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:21:31;0:22:09; T1; BM Pozuelo Div. Oro; LOST_BALL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;5; Lucía Martín; rb;85; Bereket Garcia; lb; ;; Noelia Domínguez, Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;21;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:22:09;0:22:16; T1; Ciudad Imperial; SAVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;55; Lucía Rojas; rw;1; Paula Quiles; gk; RIGHT_WING;9; Noelia Domínguez, Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;21;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:22:16;0:22:46; T1; BM Pozuelo Div. Oro; 7M_PROVOKE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;9; Valentina Learreta; lb;18; Alba Serrano; cb; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Lucía Martín, Valentina Learreta; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;22;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:22:46;0:23:26; T1; BM Pozuelo Div. Oro; GOAL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;30; Gemma Leal; lp;31; Silvia Ballesteros; gk; 7_METERS;7; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Lucía Martín, Valentina Learreta; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;22;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:23:26;0:23:58; T1; Ciudad Imperial; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;85; Bereket Garcia; lb;20; María Montoro; lw; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, María Montoro; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;22;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:23:58;0:24:12; T1; Ciudad Imperial; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;30; María Llorca; cb;20; María Montoro; lw; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, María Montoro; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;22;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:24:12;0:24:21; T1; Ciudad Imperial; SAVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;30; María Llorca; cb;1; Paula Quiles; gk; CENTER_9M;7; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, María Montoro; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;22;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:24:21;0:24:59; T1; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;5; Lucía Martín; rb;18; Alba Serrano; cb; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;23;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:24:59;0:25:13; T1; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;5; Lucía Martín; rb;85; Bereket Garcia; lb; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;23;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:25:13;0:25:26; T1; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;22; Davinia Sobrino; rw;40; Laura díaz; lp; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;23;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:25:26;0:25:42; T1; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;10; Alicia Huertas; lp;55; Lucía Rojas; rw; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;23;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:25:42;0:25:53; T1; BM Pozuelo Div. Oro; GOAL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; Noelia Delfa;9; Valentina Learreta; lb;31; Silvia Ballesteros; gk; LEFT_WING;7; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;23;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:25:53;0:26:20; T1; Ciudad Imperial; GOAL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; María Llorca;18; Alba Serrano; cb;1; Paula Quiles; gk; RIGHT_6M;1; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, María Montoro; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;23;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:26:20;0:26:49; T1; BM Pozuelo Div. Oro; LOST_BALL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;30; Gemma Leal; lp;; ; ; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;24;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:26:49;0:27:00; T1; Ciudad Imperial; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;85; Bereket Garcia; lb;5; Lucía Martín; rb; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;24;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:27:00;0:27:10; T1; Ciudad Imperial; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;40; Laura díaz; lp;30; Gemma Leal; lp; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;24;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:27:10;0:27:25; T1; Ciudad Imperial; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;12; Carolina Acosta; lp;30; Gemma Leal; lp; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;24;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:27:25;0:27:37; T1; Ciudad Imperial; SAVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;85; Bereket Garcia; lb;1; Paula Quiles; gk; CENTER_9M;9; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Laura díaz, Lucía Rojas, Alba Serrano;24;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:27:37;0:28:23; T1; BM Pozuelo Div. Oro; 2MIN_PROVOKE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;5; Lucía Martín; rb;40; Laura díaz; lp; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano;25;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:28:23;0:28:23; T1; Ciudad Imperial; 2_MIN; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;40; Laura díaz; lp;; ; ; ;; Noelia Delfa, Paula Quiles, Gemma Leal, Alicia Huertas, Davinia Sobrino, Valentina Learreta, Lucía Martín; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano;24;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:28:23;0:29:30; T1; BM Pozuelo Div. Oro; 7M_PROVOKE; OFFENSE_POSITIONAL; SUPERIORITY-6vs5;5:01:00; ;5; Lucía Martín; rb;18; Alba Serrano; cb; ;; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Lucía Martín, Nayra Solis, María Laguna; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano;25;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:29:30;0:29:40; T1; BM Pozuelo Div. Oro; GOAL; OFFENSE_POSITIONAL; SUPERIORITY-6vs5;5:01:00; ;30; Gemma Leal; lp;31; Silvia Ballesteros; gk; 7_METERS;9; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Lucía Martín, Nayra Solis, María Laguna; Silvia Ballesteros, Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano;25;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:29:40;0:30:27; T1; Ciudad Imperial; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY-5+1vs6;5:01:00; ;85; Bereket Garcia; lb;10; Alicia Huertas; lp; ;; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, María Montoro; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Judith Rodriguez;25;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:30:27;0:30:48; T1; Ciudad Imperial; LOST_BALL; OFFENSE_POSITIONAL; EQUALITY-5+1vs6;5:01:00; ;30; María Llorca; cb;; ; ; ;; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, María Montoro; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Judith Rodriguez;25;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:30:48;0:31:19; T1; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; INFERIORITY-6vs7;5:01:00; ;5; Lucía Martín; rb;40; Laura díaz; lp; ;; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, Lucía Martín; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Judith Rodriguez, Laura díaz;26;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:31:19;0:31:43; T1; BM Pozuelo Div. Oro; LOST_BALL; OFFENSE_POSITIONAL; INFERIORITY-6vs7;5:01:00; ;10; Alicia Huertas; lp;30; María Llorca; cb; ;; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, Lucía Martín; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Judith Rodriguez, Laura díaz;26;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:31:43;0:32:42; T1; Ciudad Imperial; GOAL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;55; Lucía Rojas; rw;1; Paula Quiles; gk; RIGHT_WING;7; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, Lucía Martín; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Laura díaz, Belén Becerra;26;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:32:42;0:32:52; T1; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;9; Valentina Learreta; lb;30; María Llorca; cb; ;; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, Lucía Martín; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Laura díaz, Belén Becerra;27;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:32:52;0:33:24; T1; BM Pozuelo Div. Oro; SAVE; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;4; Nayra Solis; rw;16; Belén Becerra; gk; RIGHT_WING;1; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, Lucía Martín; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Laura díaz, Belén Becerra;27;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:33:24;0:33:59; T1; Ciudad Imperial; POST_OUT; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;85; Bereket Garcia; lb;1; Paula Quiles; gk; CENTER_9M;11; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, Lucía Martín; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Laura díaz, Belén Becerra;27;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:33:59;0:34:10; T1; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;4; Nayra Solis; rw;18; Alba Serrano; cb; ;; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, Lucía Martín; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Laura díaz, Belén Becerra;28;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:34:10;0:34:26; T1; BM Pozuelo Div. Oro; GOAL; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;5; Lucía Martín; rb;16; Belén Becerra; gk; RIGHT_6M;9; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, Lucía Martín; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Laura díaz, Belén Becerra;28;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:34:26;0:34:46; T1; Ciudad Imperial; POST_OUT; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;18; Alba Serrano; cb;1; Paula Quiles; gk; CENTER_9M;10; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, Lucía Martín; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Laura díaz, Belén Becerra;28;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:34:46;0:34:52; T1; Ciudad Imperial; FIRST_HALF_END; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;; ; ;; ; ; ;; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, Lucía Martín; Carolina Acosta, María Llorca, Bereket Garcia, Lucía Rojas, Alba Serrano, Laura díaz, Belén Becerra;28;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:34:52;0:34:52; T2; Ciudad Imperial; SECOND_HALF_START; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;; ; ;; ; ; ;; Paula Quiles, Gemma Leal, Alicia Huertas, Valentina Learreta, Nayra Solis, María Laguna, Lucía Martín; María Llorca, Bereket Garcia, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez;28;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:34:52;0:35:21; T2; Ciudad Imperial; GOAL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;34; Cristina Sánchez; lp;1; Paula Quiles; gk; RIGHT_WING;4; Paula Quiles, Alicia Huertas, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro; María Llorca, Bereket Garcia, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez;28;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:35:21;0:35:30; T2; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;22; Davinia Sobrino; rw;34; Cristina Sánchez; lp; ;; Paula Quiles, Alicia Huertas, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro; María Llorca, Bereket Garcia, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez;29;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:35:30;0:35:47; T2; BM Pozuelo Div. Oro; GOAL; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;21; Violeta Triguerro; cb;16; Belén Becerra; gk; LEFT_6M;7; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Gemma Leal; María Llorca, Bereket Garcia, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez;29;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:35:47;0:36:19; T2; Ciudad Imperial; GOAL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;30; María Llorca; cb;1; Paula Quiles; gk; CENTER_9M;1; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Alicia Huertas; María Llorca, Bereket Garcia, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez;29;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:36:19;0:37:00; T2; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;30; Gemma Leal; lp;11; Sara Correa; lw; ;; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Gemma Leal; María Llorca, Bereket Garcia, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez;30;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:37:00;0:37:13; T2; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;21; Violeta Triguerro; cb;; ; ; ;; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Gemma Leal; María Llorca, Bereket Garcia, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez;30;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:37:13;0:37:23; T2; BM Pozuelo Div. Oro; 7M_PROVOKE; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;5; Lucía Martín; rb;; ; ; ;; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Gemma Leal; María Llorca, Bereket Garcia, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez;30;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:37:23;0:37:33; T2; BM Pozuelo Div. Oro; GOAL; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;30; Gemma Leal; lp;16; Belén Becerra; gk; 7_METERS;1; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Gemma Leal; María Llorca, Bereket Garcia, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez;30;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:37:33;0:38:08; T2; Ciudad Imperial; GOAL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;93; Monique Henrique; lb;1; Paula Quiles; gk; LEFT_9M;9; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Alicia Huertas; María Llorca, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Monique Henrique;30;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:38:08;0:38:42; T2; BM Pozuelo Div. Oro; GOAL; OFFENSE_POSITIONAL; EQUALITY;6:00:00; Lucía Martín;77; Yaiza Alonso; lp;16; Belén Becerra; gk; RIGHT_6M;7; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Gemma Leal; María Llorca, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Monique Henrique;31;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:38:42;0:39:12; T2; Ciudad Imperial; LOST_BALL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; ;11; Sara Correa; lw;21; Violeta Triguerro; cb; ;; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Alicia Huertas; María Llorca, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Monique Henrique;31;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:39:12;0:39:30; T2; BM Pozuelo Div. Oro; GOAL; FAST_BREAK; EQUALITY;6:00:00; Violeta Triguerro;77; Yaiza Alonso; lp;16; Belén Becerra; gk; ;; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Alicia Huertas; María Llorca, Lucía Rojas, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Monique Henrique;32;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:39:30;0:40:18; T2; Ciudad Imperial; GOAL; OFFENSE_POSITIONAL; EQUALITY;5:01:00; Monique Henrique;18; Alba Serrano; cb;1; Paula Quiles; gk; LEFT_WING;7; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Alicia Huertas; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Monique Henrique, Alba Serrano;32;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:40:18;0:40:37; T2; BM Pozuelo Div. Oro; FOUL_RECEIVE; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;30; Gemma Leal; lp;93; Monique Henrique; lb; ;; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Gemma Leal; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Monique Henrique, Alba Serrano;33;FALSO;
BM Pozuelo Div. Oro vs Ciudad Imperial;0:40:37;0:40:53; T2; BM Pozuelo Div. Oro; LOST_BALL; OFFENSE_POSITIONAL; EQUALITY;6:00:00; ;30; Gemma Leal; lp;; ; ; ;; Paula Quiles, Lucía Martín, Noelia Domínguez, Yaiza Alonso, Davinia Sobrino, Violeta Triguerro, Gemma Leal; María Llorca, Belén Becerra, Sara Correa, Anda Setu, Cristina Sánchez, Monique Henrique, Alba Serrano;33;FALSO;
